序號	客家語言	等級	腔調	類別	客語音標	華語辭義	英語詞義	客語例句	華語翻譯
035	番茄	初級	四縣	飲食	toˇ ma  doˋ	番茄	tomato	番茄打汁，好食又營養。	番茄打汁，好吃又營養。
036	吊菜仔	初級	四縣	飲食	diau  coi  eˋ	茄子	eggplant	吊菜仔用煠，搵豆油當（蓋）好食。	茄子水煮過，沾醬油很好吃。
037	蘿蔔仔(菜頭)	初級	四縣	飲食	loˇ ped eˋ(coi teuˇ)	蘿蔔	radish	蘿蔔仔炆豬肉、牛肉，都好食。	蘿蔔燉豬肉、牛肉，都好吃。
038	結頭菜	初級	四縣	飲食	giedˋ teuˇ coi  【giadˋ teuˇ coi 】	大頭菜	kohlrabi	結頭菜醃生異（盡）好食。	大頭菜生醃很好吃。
039	番薯	初級	四縣	飲食	fanˊ suˇ	地瓜	sweet potato	頭擺有人無飯好食，食番薯。	以前有人沒飯可吃，吃地瓜。
040	蔥仔	初級	四縣	飲食	cungˊ eˋ	蔥	scallion	煮卵湯，放兜蔥仔較香。	煮蛋花湯，放一些蔥比較香。
041	蒜仔	初級	四縣	飲食	son  eˋ	大蒜	garlic	煙腸炒蒜仔，當（蓋）合味。	香腸炒大蒜，很對味。
042	蒜頭	初級	四縣	飲食	son teuˇ	蒜頭	garlic bulb	食生个蒜頭，嘴會臭。	吃生的蒜頭，嘴會臭。
043	快菜	初級	四縣	飲食	kuai coi	韭菜	leek	快菜炒卵，當（蓋）香，當（蓋）好食。	韭菜炒蛋，很香，很好吃。
044	薑	初級	四縣	飲食	giongˊ maˇ	薑	ginger	煮魚仔放薑嫲，較（過）毋會有腥味。	煮魚放薑，比較不會有腥味。
045	絲【香絲】	初級	四縣	飲食	guaiˋ xiˊ【hiongˊ xiˊ】	紫蘇	perilla frutescens ; beefsteak plant	炒田螺愛放絲（香絲）正好食。	炒田螺要放紫蘇才好吃。
046	七層塔(七層插)	初級	四縣	飲食	qidˋ ienˇ tabˋ（qidˋcenˇ cabˋ）【qidˋqienˇ cabˋ】	七層塔	basil	炒吊菜仔愛放七層塔(七層插)，正合味。	炒茄子要放七層塔，才對味。
047	辣椒仔	初級	四縣	飲食	lad  zeuˊeˋ	辣椒	chili pepper	炒菜放兜辣椒仔，較（過）辣較（過）扯飯。	炒菜放一點辣椒，比較辣比較下飯。
048	荷蘭豆	初級	四縣	飲食	hoˇ lamˇ teu 【hoˇ lenˇ/linˇ  teu】	豌豆	pea	荷蘭豆煮湯異（盡）好食。	豌豆煮湯很好吃。
049	番豆	初級	四縣	飲食	fanˊ teu	花生	peanut	食飯傍番豆，香氣十足。	吃飯配花生，香氣十足。
050	竹筍【竹筍仔】	初級	四縣	飲食	zugˋ sunˋ【zugˋ sunˋeˋ】	竹筍	bamboo shoot	當（蓋）多人好食竹筍（竹筍仔）煲湯。	很多人愛吃竹筍煮湯。
051	桂竹筍	初級	四縣	飲食	gie zugˋ sunˋ【gui zugˋ sunˋ】	桂竹筍	makino bamboo shoot	同阿爸轉（歸）老屋去拗桂竹筍。	我和爸爸回老家去採桂竹筍。
052	麻竹筍	初級	四縣	飲食	maˇ zugˋ sunˋ	麻竹筍	yellow bamboo shoot	麻竹筍主要係拿來做筍乾。	麻竹筍主要是拿來做成筍乾。
053	綠竹筍	初級	四縣	飲食	liug  zugˋ sunˋ	綠竹筍	green bamboo shoot	當（蓋）好食綠竹筍煲排骨。	我很喜歡吃綠竹筍燉排骨。
054	覆菜	初級	四縣	飲食	pugˋ coi 【fugˋcoi】	福菜	specially preserved leaf mustard	苗栗公館个覆菜當（蓋）有名。	苗栗公館的福菜很有名。
055	鹹菜乾	初級	四縣	飲食	hamˇ coi  gonˊ	梅干菜	dried salted leaf mustard	鹹菜乾煮三層肉異（盡）合味。	梅干菜煮五花肉很對味。
056	筍乾	初級	四縣	飲食	sunˋ gonˊ	筍乾	dried bamboo shoot	吾姆當（蓋）好食肥湯炆（悶）筍乾。	我媽很喜歡吃肥湯燉筍乾。
057	鹹菜	初級	四縣	飲食	hamˇ coi	酸菜	pickled leaf mustard	客人滷个鹹菜特別好食。	客家人醃的酸菜特別好吃。
058	茶米【茶心】	初級	四縣	飲食	caˇ miˋ【caˇ ximˊ】	茶葉	tea leave	用茶米（茶心）泡个茶，比茶包較（ 過 ）香。	用茶葉泡的茶，比茶包香。
059	米	初級	四縣	飲食	miˋ	米	rice	厥屋下苦到無米好煮飯。	他家窮得沒米可煮飯。
060	蓬萊米	初級	四縣	飲食	fungˇ loiˇ miˋ	蓬萊米	japonica rice	蓬來米煮个飯較（過）軟。	蓬來米煮的飯比較軟。
061	秥米【尖米】【在來米】	初級	四縣	飲食	zamˊ miˋ【jiamˊ miˋ】【cai loiˇ miˋ】	在來米	indica rice	刷米篩目愛用秥米（尖米）。	刷米篩（苔）目要用在來米。
062	糯米	初級	四縣	飲食	no  miˋ	糯米	glutinous rice	打粢粑仔愛用糯米。	做粢粑要用糯米。
063	麵	初級	四縣	飲食	mien	麵條	noodles	暗晡夜食麵好無？	今天晚上吃麵好嗎？
064	麵線	初級	四縣	飲食	mien  xien	麵線	thin noodles	阿姆煮麵線卵同做生日。	媽媽煮麵線加蛋幫我慶生。
065	米粉	初級	四縣	飲食	miˋ funˋ	米粉	thin rice noodles	你愛食炒米粉抑係米粉湯？	你要吃炒米粉還是米粉湯？
066	蘿蔔粄（菜頭粄）	初級	四縣	飲食	loˇped banˋ（coi teu ˇ banˋ）	蘿蔔糕	daikon cake	閒閒打（做）一床蘿蔔粄來食。	閒閒沒事，蒸一籠蘿蔔糕來吃。
067	甜粄	初級	四縣	飲食	tiamˇ banˋ	甜年糕	steamed Chinese new year cake	用豬油煎甜粄，又香又甜。	用豬油煎甜年糕，又香又甜。
068	粢粑仔	初級	四縣	飲食	qiˇ baˊeˋ	粢粑	cake made of glutinous rice,mochi	食粢粑仔愛趕燒。	吃粢粑要趁熱。
069	雪圓（粄圓）【圓粄仔】	初級	四縣	飲食	xiedˋienˇ（banˋienˇ）【ianˇ banˋ neˋ】	湯圓	small rice flour ball	冬節愛食雪圓（圓粄仔）。	冬至要吃湯圓。
070	艾粄【白頭公粄】	初級	四縣	飲食	ngie  banˋ【pag teuˇgungˊ banˋ】	艾草粄	mugwort rice cake	清明時節愛打（做）艾粄（白頭公粄）。	清明時節要做艾草粄。
071	新丁粄	初級	四縣	飲食	xinˊ denˊ banˋ	新丁粄	rice cake made to celebrate a new born boy baby	屋下有降細人仔，大體會打新丁粄。	家裡有人生小孩，大多會做新丁粄。
072	紅粄	初級	四縣	飲食	fungˇ banˋ	紅龜粄	red rice cake	拜天公大體愛用着紅粄。	拜天公大多會用紅龜粄。
073	發粄	初級	四縣	飲食	fadˋ banˋ【bodˋ banˋ】	發粄	leavened rice cake	過年打發粄，表示會發財。	過年蒸發糕，表示會發財。
074	米篩目【米篩粄】	初級	四縣	飲食	miˋ qiˊ mugˋ【miˋ qiˊbanˋ】	米篩目	shredded rice noodles	好食煮个米篩目（米篩粄）。	我喜歡吃煮的米篩目。
075	粽仔	初級	四縣	飲食	zung eˋ	粽子	rice dumpling wrapped mostly with bamboo leaves	五月節愛粽仔。	端午節要包粽子。
076	焿粽	初級	四縣	飲食	giˊ zung	鹼粽	alkaline rice dumpling wrapped mostly with bamboo leaves	食焿粽搵蜂糖，正較（過）好食。	吃鹼粽沾蜂蜜，才比較好吃。
077	鹹粽（米粽）	初級	四縣	飲食	hamˇ　zung（miˋ zung）	米粽	salty rice dumpling wrapped with bamboo leaves	鹹粽（米粽）毋好食忒多，驚飽氣。	米粽不要吃太多，怕脹氣。
078	粄粽	初級	四縣	飲食	banˋ zung	粄粽	rice flour dumpling wrapped mostly with bamboo leaves	毋識食過粄粽。	我沒吃過粄粽。
079	菜包(豬籠粄)	初級	四縣	飲食	coi  bauˊ(zuˊlungˊ banˋ)	客家菜包	rice cake stuffed with shredded daikon	菜包像豬籠樣仔，有人安到豬籠粄。	客家菜包像豬籠一樣，有人稱做豬籠粄。
080	饅頭	初級	四縣	飲食	manˇ teuˇ【manˊ teuˇ】	饅頭	steamed bun	朝晨頭食豆乳同饅頭。	我早上吃豆漿和饅頭。
081	油條	初級	四縣	飲食	iuˇ tiauˇ	油條	deep-fried fluffy dough sticks	阿爸當（蓋）愛（好）食燒餅夾油條。	爸爸很喜歡吃燒餅夾油條。
082	粄條【面帕粄】	初級	四縣	飲食	banˋ tiauˇ【mien pa banˋ】	粄條	wide rice noodles	粄條，六堆人安做（ 到 ）面帕粄。	粄條，六堆人稱做毛巾粄。
083	蔥油餅	初級	四縣	飲食	cungˊ iuˇ biangˋ	蔥油餅	scallion pancake	暗晡夜食蔥油餅過餐。	我今天晚上吃蔥油餅當晚餐。
084	水餃	初級	四縣	飲食	suiˋ giauˋ	水餃	Chinese revioli	水餃个外形當（蓋）像元寶。	水餃的外形很像元寶。
085	餅仔	初級	四縣	飲食	biangˋ eˇ【biangˋ eˋ】	餅	cake; biscuit; cookie	當（蓋）好食鹹个餅仔。	我很喜歡吃鹹的餅。
086	糕仔	初級	四縣	飲食	gauˊ eˋ	小糕餅	cake	阿婆見去廟項拜神，就會帶糕仔轉（歸）來。	奶奶每次去廟裡拜拜，就會帶小糕餅回來。
087	雞卵糕（卵糕）	初級	四縣	飲食	gieˊ lonˋ gauˊ【geˊnonˋgauˊ】（ lonˋ gauˊ）	蛋糕	sponge cake	阿姨買雞卵糕來同阿姆做生日。	阿姨買蛋糕來替媽媽慶生。
088	米	初級	四縣	飲食	miˋ cangˇ	爆米花	poprice	阿明同共樣，當（蓋）好食米（ 仔 ）。	阿明和我一樣，很喜歡吃爆米花。
089	豆乳	初級	四縣	飲食	teu  nen	豆漿	soy bean milk	較（過）愛食燒个豆乳。	我比較喜歡吃熱的豆漿。
090	米乳	初級	四縣	飲食	miˋ nen	米漿	rice milk	這下便利商店買得着米乳。	現在便利商店買得到米漿。
091	牛乳	初級	四縣	飲食	ngiuˇ nen	牛奶	milk	阿姆喊泡牛乳分老弟食。	媽媽叫我泡牛奶給弟弟喝。
092	漢堡	初級	四縣	飲食	hon  boˋ	漢堡	hamburger	用米做个漢堡，味緖當（蓋）特別。	用米做的漢堡，味道很特別。
093	披薩	初級	四縣	飲食	pi saˋ	披薩	pizza	披薩係對義大利傳入來个。	披薩是從義大利傳進來的。
094	三明治	初級	四縣	飲食	samˊ minˇcii	三明治	sandwich	買一隻三明治來食。	我買一個三明治來吃。
095	麵包	初級	四縣	飲食	mien  bauˊ	麵包	bread	朝晨頭食麵包傍牛乳，異（盡）方便。	早上吃麵包配牛奶，很方便。
096	豆腐	初級	四縣	飲食	teu  fu	豆腐	tofu	豆腐軟軟，一挾就綿忒。	豆腐軟軟，一挾就爛掉。
097	豆腐乳	初級	四縣	飲食	teu  fu  iˊ	豆腐乳	preserved tofu	食飯傍豆腐乳，扯飯又方便。	吃飯配豆腐乳，下飯又方便。
098	肉氣	初級	四縣	飲食	ngiugˋhi	肉類	meat	肉氣毋好食忒多。	肉類不宜吃太多。
099	牛肉	初級	四縣	飲食	ngiuˇ ngiugˋ	牛肉	beef	盡好食牛肉炆蘿蔔仔。	我最喜歡吃牛肉燉蘿蔔。
100	羊肉	初級	四縣	飲食	iongˇ ngiugˋ	羊肉	lamb	聽講羊肉補身，寒天食較（過）好。	聽說羊肉補身體，冬天吃比較好。
101	豬肉	初級	四縣	飲食	zuˊ ngiugˋ	豬肉	pork	同豬肉切絲來炒青菜。	我把豬肉切絲炒青菜。
102	排骨	初級	四縣	飲食	paiˇ gudˋ	排骨	spare ribs	你試着苦瓜排骨湯好食無？	你覺得苦瓜排骨湯好吃嗎？
103	三層肉【三層腈】	初級	四縣	飲食	samˊ cenˇ ngiugˋ【samˊ cenˇ jiangˊ】	五花肉	streaky pork	阿婆當（蓋）好食三層肉（三層腈）搵桔醬。	奶奶很喜歡吃五花肉沾桔醬。
104	豬利(豬利頭)	初級	四縣	飲食	zuˊ li (zuˊli teuˇ)	豬舌頭	pig tongue	阿姆喊去市場割兩副豬利(豬利頭)轉(歸)來。	媽媽叫我去市場買兩副豬舌頭回來。
105	豬腸	初級	四縣	飲食	zuˊ congˇ	豬腸	pig intestine	豬腸炒薑絲，係客家名菜。	豬腸炒薑絲，是客家名菜。
106	豬肚	初級	四縣	飲食	zuˊ duˋ	豬肚	pig tripe	食覆菜豬肚湯，嘴會轉甘。	吃酸菜豬肚湯，嘴會回甘。
107	哈姆（火腿）	初級	四縣	飲食	ha muˋ（foˋtuiˋ）	火腿	ham	當（蓋）好食麵包夾哈姆（火腿）。	我很喜歡吃麵包夾火腿。
108	豬腳	初級	四縣	飲食	zuˊ giogˋ【zuˊ kaˇ】	豬腳	pig knuckles	萬巒豬腳，全國有名。	萬巒豬腳，全國有名。
109	雞肉	初級	四縣	飲食	gieˊ ngiugˋ	雞肉	chicken	頭擺人愛年節正有雞肉好食。	以前的人要過年才有雞肉可吃。
110	鴨肉	初級	四縣	飲食	abˋ ngiugˋ	鴨肉	duck	燻過个鴨肉異（盡）香。	燻過的鴨肉很香。
111	鵝肉	初級	四縣	飲食	ngoˇ ngiugˋ	鵝肉	goose	頭家娘！請你切一盤鵝肉來。	老闆娘！請妳切一盤鵝肉來。
112	魚肉	初級	四縣	飲食	ngˇ ngiugˋ	魚肉	fish	魚肉个營養價值盡高。	魚肉的營養價值很高。
113	魚生（沙西米）	初級	四縣	飲食	ngˇ sangˊ（saˇ xi  miˋ）	生魚片	sashimi	日本人盡好食魚生。	日本人很喜歡吃生魚片。
114	果汁	初級	四縣	飲食	goˋ ziibˋ【goˋ jiabˋ】	果汁	fruit juice	現打个果汁較（過）好食。	現打的果汁較好喝。
115	可樂	初級	四縣	飲食	koˋ  laˋ	可樂	cola	現下後生人好食可樂。	現在的年輕人喜歡喝可樂。
116	咖啡	初級	四縣	飲食	gaˊ biˊ	咖啡	coffee	下晝頭啉咖啡，暗晡頭會睡毋得。	我下午喝咖啡，晚上會睡不著。
117	冰淇淋（軟冰）	初級	四縣	飲食	binˊgiˊlinˊ(ngionˊ benˊ)【 benˊgiˊlinˇ】	冰淇淋	ice-cream	熱天食冰淇淋，冰冰涼涼，當（蓋）好食。	夏天吃冰淇淋，冰冰涼涼，很好吃。
118	米汁水【洗米水】	初級	四縣	飲食	miˋ ziibˋ suiˋ【seˋ miiˋ suiˋ】	洗米水	the water in which rice has been cleaned	米汁水拿來淋花，較（過）有環保觀念。	洗米水拿來澆花，較有環保觀念。
119	粥	初級	四縣	飲食	zugˋ	稀飯	congee; rice porridge	當（蓋）多人朝晨頭食粥，毋食飯。	很多人早上吃稀飯，不吃乾飯。
120	粥水【米湯】	初級	四縣	飲食	zugˋ  suiˋ【miˋ tongˊ】	米湯	rice water	頭擺人斷乳後用粥水飼細人仔。	以前的人斷奶後用米湯來餵小孩。
121	湯	初級	四縣	飲食	tongˊ	湯	soup	食飯無湯，食毋落胲。	吃飯沒湯，我嚥不下去。
122	雞卵（雞春）	初級	四縣	飲食	gieˊ lonˋ（gieˊ cunˊ）【geˊnonˋ/geˊ cunˊ】	雞蛋	chicken egg	頭家！雞卵（雞春）一斤幾多錢？	老闆！雞蛋一斤多少錢？
123	鴨卵（鴨春）	初級	四縣	飲食	abˋ lonˋ（abˋ cunˊ）【abˋnonˋ】	鴨蛋	duck egg	鹹卵大體係用鴨卵（鴨春）來做。	鹹蛋大都是用鴨蛋來做。
124	豬油	初級	四縣	飲食	zuˊ iuˇ	豬油	lard	用豬油炒菜較（過）香。	用豬油炒菜比較香。
125	白塔（乳油）	初級	四縣	飲食	bad  daˋ（nen iuˇ）	奶油	butter	麵包膏白塔（乳油），當（蓋）香當（蓋）好食。	麵包塗奶油，很香很好吃。
126	火油(番豆油)	初級	四縣	飲食	foˋiuˇ(fanˊteu iuˇ)	花生油	peanut oil	食齋人常用火油炒菜。	素食者常用花生油炒菜。
127	茶油	初級	四縣	飲食	caˇ iuˇ	茶油	tea-seed oil	茶油攪麵線，一等好食。	茶油拌麵線，最好吃。
128	麻油	初級	四縣	飲食	maˇ iuˇ	麻油	sesame oil	做月个人愛食麻油炒雞酒。	做月子的人要吃麻油炒雞酒。
129	豆油	初級	四縣	飲食	teu  iuˇ	醬油	soy sauce	豬肉切盤搵豆油異（盡）好食。	豬肉切盤沾醬油很好吃。
130	酸醋	初級	四縣	飲食	sonˊ cii	醋	vinegar	食水餃愛搵酸醋。	吃水餃要沾醋。
131	鹽	初級	四縣	飲食	iamˇ	鹽巴	salt	放到恁多鹽，會鹹死人。	放這麼多鹽，會鹹死人。
132	酒	初級	四縣	飲食	jiuˋ	酒	wine	食酒毋好過量。	喝酒不宜過量。
133	米酒	初級	四縣	飲食	miˋ jiuˋ	米酒	rice wine	煮雞酒愛用米酒。	煮雞酒要用米酒。
134	雞酒	初級	四縣	飲食	gieˊ jiuˋ【geˊ jiuˋ】	雞酒	chicken soup cooked with rice wine	做月愛食雞酒來補身體。	做月子要吃雞酒來補身體。
135	米醬【豆醬】	初級	四縣	飲食	miˋ jiong【teu jiong】	味噌	miso	米醬（豆醬）加豆腐煮湯，日本人个長壽良方。	味噌加豆腐煮湯，是日本人的長壽良方。
136	巧克力	初級	四縣	飲食	qiauˇ   ker  liˋ【qiauˇ   ko liˋ】	巧克力	chocolate	食忒多巧克力會蛀牙。	吃太多巧克力會蛀牙。
137	沙拉	初級	四縣	飲食	sa la	沙拉	salad	沙拉係西洋傳過來食物。	沙拉是西洋傳過來的食物。
138	煮飯	初級	四縣	飲食	zuˋfan	煮飯	to cook; to cook rice	煮飯用電鑊仔較利便。	煮飯用電鍋比較方便。
139	煠菜	初級	四縣	飲食	sab  coi	水煮青菜	to blanch vegetables	煠菜蘸豆油，係健康个食法。	水煮青菜沾醬油，是健康的吃法。
140	菜	初級	四縣	飲食	hibˋ coi	燜菜	to stew vegetables	菜愛加（一）滴仔油 ，較（過）出味。	燜菜要加一點油 ，比較提味。
141	煨番薯	初級	四縣	飲食	voiˊ fanˊ suˇ	燜烤番薯	to bake sweet potatoes in hot ashes	寒天時，大人細子都好煨番薯食。	冬天時，大人小孩都喜歡燜烤地瓜吃。
142	熇燥	初級	四縣	飲食	hogˋ zauˊ	烤乾	to dry at the fire	茶米轉潤，愛熇燥來。	茶葉潮溼，要烤乾。
143	炙茶	初級	四縣	飲食	zagˋcaˇ	煮茶	to boil water	現代人炙茶用瓦斯，頭擺人用火炭。	現代人煮茶用瓦斯，以前的人用木炭。
144	宵夜	初級	四縣	飲食	seuˊ ia	宵夜	midnight snack	好食宵夜个人，較（過）會大箍。	喜歡吃宵夜的人，比較會胖。
145	野餐	初級	四縣	飲食	iaˊ conˊ	野餐	picnic	禮拜日，阿爸帶去山頂野餐。	禮拜天，爸爸帶我去山上野餐。
146	點心	初級	四縣	飲食	diamˋ ximˊ	點心	snack	肚飢吔，有點心好食無？	肚子餓了，有點心可吃嗎？
147	自助餐	初級	四縣	飲食	cii  cu  conˊ	自助餐	buffet	當晝無帶飯包，去食自助餐。	我中午沒帶便當，去吃自助餐。
148	菜	初級	四縣	飲食	coi	菜	dishes	阿姆緊挾菜分人客食。	媽媽一直挾菜給客人吃。
149	四炆四炒	初級	四縣	飲食	xi  vunˇ xi cauˋ	四炆四炒	four stir-fried dishes and four dishes cooked over slow fire（traditional Hakka cuisine）	四炆四炒係客人傳統个料理。	四炆四炒是客家人傳統的料理。
150	爌肉【小封肉】	初級	四縣	飲食	kong  ngiugˋ【 seuˋ  fungˊ ngiugˋ】	焢肉	stewed pork	爌肉（小封肉）好食，毋過毋好食忒多。	焢肉好吃，不過不要吃太多。
151	日本料理	初級	四縣	飲食	ngidˋ bunˋ liau  liˊ	日本料理	Japanese cuisine	阿爸好食日本料理。	爸爸喜歡吃日本料理。
152	食飯	初級	四縣	飲食	siid  fan	吃飯	to have a meal	飯煮好吔，好食飯吔！	飯煮好了，可以開飯了！
153	食朝	初級	四縣	飲食	siid  zeuˊ	吃早飯	to have breakfast	有食朝，讀書、做事正有元氣。	有吃早餐，讀書、做事才有元氣。
154	食晝	初級	四縣	飲食	siid  zu	吃中飯	to have lunch	阿爸逐（每）日都轉（歸）屋下食晝。	爸爸每天都回家吃中飯。
155	食夜	初級	四縣	飲食	siid  ia	吃晚飯	to have dinner	佢輒常加班，當（蓋）少轉（歸）來食夜。	他常常加班，很少回來吃晚餐。
